Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,CarAge,Brand,Model
Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,,15.57,10.642348742176754,2.745345985845907,2019,HYUNDAI,ElantraCRDi
Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,,5.29,11.349594441107186,1.665818245870208,2015,TATA,SumoEX
Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.98,2.25,9.615805480084347,0.8109302162163288,2016,DATSUN,redi-GOT
BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,,20.0,11.608235644774552,2.995732273553991,2009,BMW,X5xDrive
BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,,47.5,8.68270762989381,3.8607297110405954,2011,BMW,6Series
Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,,1.22,11.548804061005127,0.19885085874516517,2002,MARUTI,AltoVxi
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.65,11.07915347064653,1.2947271675944,2012,VOLKSWAGEN,PoloPetrol
Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,6.575,3.1,10.46310334047155,1.1314021114911006,2016,DATSUN,GOPlus
Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,16.06,11.5,10.596634733096073,2.4423470353692043,2016,HYUNDAI,Creta1.6
Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.09,3.46,10.080629049288541,1.2412685890696329,2015,MARUTI,AltoK10
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,,8.38,11.125806040978839,2.125847914493992,2013,HYUNDAI,SantaFe
Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,11.26,4.8,11.139903345351431,1.5686159179138452,2014,VOLKSWAGEN,PoloGT
Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,8.045,4.5,11.170435156023453,1.5040773967762742,2014,HONDA,AmazeS
Maruti Esteem Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9,1298.0,85.0,5.0,,0.8,11.461632170582678,-0.2231435513142097,2004,MARUTI,EsteemVxi
Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,3.95,10.126631103850338,1.3737155789130306,2014,MARUTI,SwiftVDI
Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,12.44,3.65,12.100712129872347,1.2947271675944,2012,SKODA,Rapid1.6
Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,10.0,11.782952602183288,2.302585092994046,2005,MERCEDES-BENZ,E-Class280
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,4.0,11.082142548877775,1.3862943611198906,2011,MAHINDRA,ScorpioSLE
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.75,11.67654828495664,1.55814461804655,2012,NISSAN,Sunny2011-2014
Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,3.1,11.082142548877775,1.1314021114911006,2009,MARUTI,SwiftDzire
Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.61,10.755708986503604,1.2837077723447896,2017,HYUNDAI,EONSportz
Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.29,10.510395784979163,1.4562867329399256,2015,HONDA,BrioS
Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,9.495000000000001,2.13,10.668955394675699,0.7561219797213337,2011,NISSAN,MicraXV
Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.1,10.896739325546411,0.09531017980432493,2008,MARUTI,AltoLXi
BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,47.2,13.95,11.396391648714276,2.6354795082673745,2011,BMW,3Series
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,5.35,8.85366542803745,1.6770965609079151,2014,VOLKSWAGEN,Polo1.2
Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.87,3.9,10.976269081169717,1.3609765531356006,2014,MARUTI,CelerioLXI
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,5.56,2.8,10.51867319162636,1.0296194171811581,2014,MARUTI,WagonR
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,,8.75,10.275051108968611,2.169053700369523,2016,MARUTI,CiazZDi
Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,19.5,10.858998997563564,2.970414465569701,2013,AUDI,A42.0
Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,2.75,10.398397186236718,1.0116009116784799,2013,HONDA,BrioS
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,,8.0,11.362102575235644,2.0794415416798357,2013,MAHINDRA,ScorpioVLX
Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,5.7,11.104957226643945,1.7404661748405046,2014,HONDA,Cityi
BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,12.5,11.451050061252142,2.5257286443082556,2012,BMW,X1sDrive20d
Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,1.75,10.275051108968611,0.5596157879354227,2011,CHEVROLET,Spark1.0
Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,1.9,11.584213034954917,0.6418538861723947,2010,FORD,FigoDiesel
Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6.995,4.5,10.494048144320972,1.5040773967762742,2015,MARUTI,SwiftVXI
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,49.49,30.3,9.70069794710231,3.4111477125153233,2015,MERCEDES-BENZ,NewC-Class
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,,16.0,10.491274217438248,2.772588722239781,2014,SKODA,OctaviaElegance
BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,,32.78,10.641034320392757,3.4898185733156835,2017,BMW,X3xDrive20d
Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.5,10.909253290837885,0.9162907318741551,2015,HYUNDAI,EONEra
Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,55.61,43.0,9.546812608597396,3.7612001156935624,2017,AUDI,A435
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,5.38,10.08485031650177,1.682688374173693,2017,FORD,Figo2015-2019
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,4.42,2.65,10.313309821085701,0.9745596399981308,2013,MARUTI,AltoK10
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,,3.3,7.835974581721566,1.1939224684724346,2017,MARUTI,Alto800
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,49.49,34.0,10.571316925111784,3.5263605246161616,2015,MERCEDES-BENZ,NewC-Class
Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,4.55,0.7,11.84939770159144,-0.35667494393873245,2001,HYUNDAI,SantroD
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,6.83,10.381490352934616,1.9213246735826988,2017,HYUNDAI,Xcent1.1
Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,8.045,5.77,10.757541113134543,1.7526720805200082,2016,HONDA,AmazeS
Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,3.1,11.580584113444043,1.1314021114911006,2008,MARUTI,SwiftVdi
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,4.95,9.852194258148577,1.599387576580599,2017,VOLKSWAGEN,Polo1.2
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,16.25,11.385092093460344,2.7880929087757464,2013,AUDI,A42.0
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,139.0,52.54,11.343133089153014,3.961574784257394,2012,LAND,RoverRange
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,,6.4,11.759785542901755,1.8562979903656263,2011,MAHINDRA,XUV500W8
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,,6.95,11.170435156023453,1.9387416595767009,2011,FORD,Endeavour2.5L
Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,,0.85,10.819778284410283,-0.16251892949777494,2008,TATA,IndicaV2
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.8,6.95,9.680344001221918,1.9387416595767009,2016,MARUTI,BalenoAlpha
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,3.45,11.314474526246391,1.2383742310432684,2017,HYUNDAI,Xcent1.1
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,2.75,11.289781913656018,1.0116009116784799,2008,HONDA,Civic2006-2010
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,,4.95,10.491274217438248,1.599387576580599,2015,HYUNDAI,i20Sportz
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,11.13,9.62,9.76864100976636,2.263844264677615,2018,TATA,Nexon1.2
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.79,9.724659884996429,1.9154509415706047,2016,HYUNDAI,i20Sportz
Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,4.5,10.78396456087112,1.5040773967762742,2014,MARUTI,SwiftDzire
Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.59,3.01,10.867253298434472,1.1019400787607843,2014,MARUTI,WagonR
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,,4.4,11.127262984158243,1.4816045409242156,2012,HYUNDAI,i20Sportz
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,,17.49,11.970350312009105,2.8616292890305104,2012,TOYOTA,Fortuner4x2
Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.66,10.35602706803022,1.5390154481375546,2014,HYUNDAI,i10Sportz
Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,5.5,10.126631103850338,1.7047480922384253,2015,HYUNDAI,Grandi10
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.0,10.950806546816688,1.791759469228055,2016,HYUNDAI,i20Asta
Hyundai Santro Xing XL AT eRLX Euro II,Hyderabad,2007,76000,Petrol,Automatic,First,17.0,1086.0,62.1,5.0,,2.4,11.238488619268468,0.8754687373538999,2007,HYUNDAI,SantroXing
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.58,10.19,10.952174032434511,2.321406847234633,2018,MARUTI,VitaraBrezza
Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,8.045,5.25,10.76787427725986,1.6582280766035324,2016,HONDA,AmazeS
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,45.0,10.819778284410283,3.8066624897703196,2014,MERCEDES-BENZ,M-ClassML
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,2.7,11.03488966402723,0.9932517730102834,2010,HYUNDAI,i20Sportz
Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,3.39,11.094481494633865,1.220829921392359,2013,HYUNDAI,i10Era
Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,5.69,11.311641248008913,1.7387102481382397,2014,MARUTI,SwiftDzire
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,,58.54,9.20552881497896,4.06971028126374,2018,BMW,Z42009-2013
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,10.63,8.4,10.085809109330082,2.128231705849268,2017,MARUTI,BalenoAlpha
Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.5,11.197131942357371,0.9162907318741551,2012,CHEVROLET,BeatDiesel
Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,3.25,10.985292722887856,1.1786549963416462,2012,HONDA,BrioV
Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,,3.25,10.404262840448617,1.1786549963416462,2014,FORD,FigoDiesel
Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,6.0,4.25,10.512954166430136,1.4469189829363254,2016,MARUTI,CelerioVXI
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,49.49,18.5,10.621327345686446,2.917770732084279,2014,MERCEDES-BENZ,NewC-Class
Hyundai Santro Xing XL AT eRLX Euro III,Hyderabad,2007,71000,Petrol,Automatic,First,17.0,1086.0,62.1,5.0,,2.4,11.170435156023453,0.8754687373538999,2007,HYUNDAI,SantroXing
Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.25,10.75042820627549,1.4469189829363254,2015,HONDA,BrioS
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10.3,8.85,8.006367567650246,2.180417459019838,2018,MARUTI,BalenoAlpha
Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,,4.14,9.602314889901848,1.4206957878372228,2014,HYUNDAI,EONSportz
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,18.16,1798.0,73.0,5.0,,12.75,10.691944912900398,2.545531271604435,2011,TOYOTA,Prius2009-2016
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,7.0,11.134953921170986,1.9459101490553132,2015,HYUNDAI,i201.4
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,,33.0,9.615805480084347,3.4965075614664802,2018,FORD,Endeavour3.2
Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12.68,10.0,10.275051108968611,2.302585092994046,2017,HONDA,Cityi-VTEC
Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,,3.53,11.25683249476492,1.2612978709452054,2012,MARUTI,SX4ZDI
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,,1.35,11.678439903447801,0.30010459245033816,2007,CHEVROLET,OptraMagnum
Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.5,11.225243392518447,1.5040773967762742,2013,VOLKSWAGEN,VentoDiesel
Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,4.9,11.141861783579396,1.589235205116581,2012,HONDA,CityV
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,16.06,12.26,10.869577463162766,2.506341930508065,2016,HYUNDAI,Creta1.6
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,,3.99,10.968198289528557,1.3837912309017721,2014,HYUNDAI,Xcent1.1
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,59.77,46.95,10.085809109330082,3.849083205654272,2017,MERCEDES-BENZ,GLC220d
Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.8,11.090446437502804,1.33500106673234,2015,FORD,FigoDiesel
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,,6.75,11.127380624297194,1.9095425048844386,2013,VOLKSWAGEN,Jetta2007-2011
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,8.75,10.010142230404668,2.169053700369523,2017,MAHINDRA,TUV300
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,,5.2,10.915088464214607,1.6486586255873816,2013,FORD,Ecosport1.5
Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,8.42,9.872358017339208,2.130609828254235,2017,HYUNDAI,Verna1.6
Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,5.51,3.0,10.968198289528557,1.0986122886681098,2014,MARUTI,WagonR
Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.75,10.085850775128717,1.749199854809259,2016,HYUNDAI,i20Sportz
Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,,9.75,9.740968623038354,2.277267285009756,2008,AUDI,A4New
Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,6.78,3.5,10.257659366256743,1.252762968495368,2015,NISSAN,MicraActive
Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,30.0,11.097410021008562,3.4011973816621555,2014,MERCEDES-BENZ,M-ClassML
Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,91.11,35.0,9.998797732340453,3.5553480614894135,2017,LAND,RoverDiscovery
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,17.7,13.25,10.700611792219068,2.583997552432231,2018,HYUNDAI,Creta1.6
Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,12.44,3.65,10.714417768752456,1.2947271675944,2013,SKODA,Rapid1.6
Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.25,10.968198289528557,1.6582280766035324,2015,MARUTI,SwiftDzire
Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14.23,9.7,11.141861783579396,2.272125885509337,2016,HYUNDAI,Creta1.6
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,5.21,11.018514382472333,1.6505798557652755,2017,HYUNDAI,Grandi10
Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,6.3,11.112447898373103,1.840549633397487,2016,MAHINDRA,TUV300
Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,4.72,10.84220491697184,1.5518087995974639,2014,HYUNDAI,Grandi10
BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,,28.0,10.915088464214607,3.332204510175204,2011,BMW,X5xDrive
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.62,8.37,10.129905736383995,2.124653884501384,2018,MARUTI,DzireAMT
Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,,14.0,11.132396842152096,2.6390573296152584,2012,TOYOTA,Fortuner4x4
Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,36.0,10.819778284410283,3.58351893845611,2015,AUDI,A62011-2015
Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,6.4,11.48246625748552,1.8562979903656263,2015,HONDA,Jazz1.5
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,,51.69,10.93734796397454,3.945264339207948,2015,AUDI,Q74.2
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,,8.0,11.192968103966658,2.0794415416798357,2014,MAHINDRA,Scorpio2009-2014
Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,,9.8,11.034970305936874,2.2823823856765264,2012,CHEVROLET,CruzeLTZ
Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.7,11.022719128406973,0.9932517730102834,2012,CHEVROLET,BeatDiesel
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,53.14,24.37,10.256571054962539,3.193352867637115,2014,AUDI,A435
Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,12.44,9.72,9.97524991876302,2.2741856184723477,2018,SKODA,Rapid1.6
Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.0,12.190959007720126,1.6094379124341003,2014,MARUTI,SwiftDzire
Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,,10.5,11.836493369111318,2.3513752571634776,2009,TOYOTA,Fortuner3.0
Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,7.92,3.9,11.982929094215963,1.3609765531356006,2012,MARUTI,SwiftVDI
Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.65,11.1212153220944,1.7316555451583497,2012,HONDA,City1.5
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,29.95,10.858998997563564,3.3995293245614584,2012,MERCEDES-BENZ,M-ClassML
Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,3.0,11.512925464970229,1.0986122886681098,2008,MARUTI,SwiftLdi
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.91,6.0,11.002899521374802,1.791759469228055,2017,FORD,AspireTitanium
Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.11,10.778956289890028,0.7466879474879751,2009,HYUNDAI,i10Sportz
Fiat Punto 1.4 Emotion,Kolkata,2010,47000,Petrol,Manual,First,14.6,1493.0,93.7,5.0,,1.49,10.757902880692196,0.3987761199573678,2010,FIAT,Punto1.4
Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.5,11.512925464970229,0.4054651081081644,2011,MARUTI,AltoLXi
Toyota Etios Liva GD,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,67.08,5.0,7.05,4.67,11.044536531401494,1.541159071680806,2013,TOYOTA,EtiosLiva
Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,6.995,2.85,11.28990690584417,1.0473189942805592,2006,MARUTI,SwiftVXI
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,49.49,33.64,10.184635826136912,3.5157158351047473,2017,MERCEDES-BENZ,NewC-Class
Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,,0.91,11.472103470449973,-0.09431067947124129,2011,TATA,IndicaV2
Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,,2.42,10.729853576882297,0.883767540168595,2014,MARUTI,Alto800
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,,3.25,9.472704636443673,1.1786549963416462,2005,SKODA,Superb2.8
